model,codebase,condition,decision,turn,epoch,judge,score
gemini-3.1-flash-lite,arviz,baseline,testing_assert_almost,22,5,judge_2,1
gpt-5.4-nano,bambi,treatment,code_style_listcomp,20,4,judge_3,3
gemma-4-26b-a4b-it,bambi,baseline,code_style_listcomp,20,4,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,architecture_standalone,21,3,judge_1,0
gemma-4-26b-a4b-it,bambi,treatment,dependencies_module_constants,24,4,judge_1,0
gpt-5.4-nano,bambi,treatment,architecture_standalone,21,4,judge_1,3
nemotron-3-super-120b-a12b,bambi,treatment,code_style_broadcasting,20,4,judge_3,3
gpt-5.4-nano,bambi,baseline,architecture_standalone,21,5,judge_1,0
gemma-4-26b-a4b-it,bambi,treatment,naming_snake_no_abbrev,23,4,judge_3,2
nemotron-3-super-120b-a12b,pymc,treatment,architecture_standalone,21,3,judge_1,3
gpt-5.4-nano,bambi,baseline,code_style_broadcasting,20,5,judge_3,2
nemotron-3-super-120b-a12b,bambi,treatment,code_style_listcomp,20,4,judge_1,3
nemotron-3-super-120b-a12b,pymc,treatment,architecture_extend,21,3,judge_3,0
gemma-4-26b-a4b-it,pymc,baseline,architecture_standalone,21,3,judge_2,3
gemma-4-26b-a4b-it,bambi,baseline,code_style_listcomp,20,4,judge_2,3
gemini-3.1-flash-lite,pymc,baseline,naming_underscore,23,1,judge_1,0
gemini-3.1-flash-lite,bambi,baseline,naming_underscore,23,3,judge_1,1
gemma-4-26b-a4b-it,bambi,treatment,dependencies_module_constants,24,4,judge_2,3
gemini-3.1-flash-lite,arviz,baseline,naming_underscore,23,5,judge_1,3
gemini-3.1-flash-lite,bambi,baseline,testing_assert_almost,22,3,judge_3,0
gemini-3.1-flash-lite,pymc,baseline,testing_assert_almost,22,1,judge_3,0
gpt-5.4-nano,bambi,treatment,architecture_standalone,21,4,judge_2,3
gpt-5.4-nano,bambi,baseline,architecture_standalone,21,5,judge_2,0
gemma-4-26b-a4b-it,bambi,baseline,code_style_broadcasting,20,4,judge_3,3
nemotron-3-super-120b-a12b,pymc,treatment,architecture_standalone,21,3,judge_2,3
gpt-5.4-nano,bambi,baseline,architecture_extend,21,5,judge_3,0
nemotron-3-super-120b-a12b,bambi,treatment,code_style_listcomp,20,4,judge_2,3
gemini-3.1-flash-lite,bambi,baseline,naming_underscore,23,3,judge_2,3
gpt-5.4-nano,bambi,treatment,architecture_extend,21,4,judge_3,1
gemini-3.1-flash-lite,arviz,baseline,naming_underscore,23,5,judge_2,3
gemini-3.1-flash-lite,pymc,baseline,naming_underscore,23,1,judge_2,3
gemini-3.1-flash-lite,arviz,baseline,testing_assert_almost,22,5,judge_3,0
gemma-4-26b-a4b-it,pymc,baseline,testing_parametrize,22,3,judge_1,0
gemma-4-26b-a4b-it,bambi,baseline,architecture_extend,21,4,judge_1,3
gemma-4-26b-a4b-it,bambi,treatment,docs_numpy_style,25,4,judge_1,3
gpt-5.4-nano,bambi,treatment,testing_parametrize,22,4,judge_1,1
gpt-5.4-nano,bambi,treatment,architecture_standalone,21,4,judge_3,3
nemotron-3-super-120b-a12b,pymc,treatment,architecture_standalone,21,3,judge_3,3
gpt-5.4-nano,bambi,baseline,code_style_listcomp,20,5,judge_3,1
nemotron-3-super-120b-a12b,pymc,treatment,naming_underscore,23,3,judge_1,3
nemotron-3-super-120b-a12b,bambi,treatment,testing_parametrize,22,4,judge_1,0
gpt-5.4-nano,bambi,baseline,testing_parametrize,22,5,judge_1,0
gemma-4-26b-a4b-it,pymc,baseline,architecture_extend,21,3,judge_3,2
gemma-4-26b-a4b-it,pymc,baseline,testing_parametrize,22,3,judge_2,1
gemma-4-26b-a4b-it,bambi,baseline,architecture_extend,21,4,judge_2,3
gemma-4-26b-a4b-it,bambi,treatment,docs_numpy_style,25,4,judge_2,3
gemini-3.1-flash-lite,pymc,baseline,naming_snake_no_abbrev,23,1,judge_1,3
gemini-3.1-flash-lite,bambi,baseline,naming_snake_no_abbrev,23,3,judge_1,2
gemini-3.1-flash-lite,arviz,baseline,naming_snake_no_abbrev,23,5,judge_1,2
gpt-5.4-nano,bambi,treatment,testing_parametrize,22,4,judge_2,2
gpt-5.4-nano,bambi,baseline,architecture_standalone,21,5,judge_3,0
gemma-4-26b-a4b-it,bambi,treatment,dependencies_no_new,24,4,judge_3,3
gpt-5.4-nano,bambi,baseline,testing_parametrize,22,5,judge_2,0
nemotron-3-super-120b-a12b,pymc,treatment,naming_underscore,23,3,judge_2,3
nemotron-3-super-120b-a12b,bambi,treatment,testing_parametrize,22,4,judge_2,0
gemini-3.1-flash-lite,pymc,baseline,naming_snake_no_abbrev,23,1,judge_2,3
gemini-3.1-flash-lite,bambi,baseline,naming_snake_no_abbrev,23,3,judge_2,3
gemini-3.1-flash-lite,arviz,baseline,naming_snake_no_abbrev,23,5,judge_2,3
gemini-3.1-flash-lite,pymc,baseline,naming_underscore,23,1,judge_3,3
gemma-4-26b-a4b-it,bambi,treatment,dependencies_module_constants,24,4,judge_3,2
gemma-4-26b-a4b-it,pymc,baseline,testing_assert_almost,22,3,judge_1,0
gemma-4-26b-a4b-it,pymc,baseline,testing_parametrize,22,3,judge_3,0
gemma-4-26b-a4b-it,bambi,baseline,architecture_standalone,21,4,judge_1,3
gemma-4-26b-a4b-it,bambi,treatment,docs_regex_comments,25,4,judge_1,2
gpt-5.4-nano,bambi,baseline,testing_parametrize,22,5,judge_3,0
nemotron-3-super-120b-a12b,bambi,treatment,testing_parametrize,22,4,judge_3,0
gemini-3.1-flash-lite,bambi,baseline,naming_underscore,23,3,judge_3,0
gpt-5.4-nano,bambi,treatment,testing_assert_almost,22,4,judge_1,0
nemotron-3-super-120b-a12b,pymc,treatment,naming_snake_no_abbrev,23,3,judge_1,3
gemma-4-26b-a4b-it,bambi,baseline,code_style_listcomp,20,4,judge_3,2
gemma-4-26b-a4b-it,bambi,treatment,docs_numpy_style,25,4,judge_3,3
gpt-5.4-nano,bambi,baseline,testing_assert_almost,22,5,judge_1,0
gemma-4-26b-a4b-it,bambi,baseline,naming_underscore,23,3,judge_3,0
nemotron-3-super-120b-a12b,bambi,treatment,testing_assert_almost,22,4,judge_1,0
gemini-3.1-flash-lite,arviz,baseline,naming_underscore,23,5,judge_3,3
gemma-4-26b-a4b-it,pymc,baseline,testing_assert_almost,22,3,judge_2,2
gemma-4-26b-a4b-it,bambi,baseline,architecture_standalone,21,4,judge_2,3
gemma-4-26b-a4b-it,bambi,treatment,docs_regex_comments,25,4,judge_2,3
gemini-3.1-flash-lite,bambi,baseline,dependencies_no_new,24,3,judge_1,3
gemini-3.1-flash-lite,pymc,baseline,dependencies_no_new,24,1,judge_1,0
gemini-3.1-flash-lite,arviz,baseline,dependencies_no_new,24,5,judge_1,3
nemotron-3-super-120b-a12b,bambi,treatment,code_style_listcomp,20,4,judge_3,2
gemma-4-26b-a4b-it,pymc,baseline,architecture_standalone,21,3,judge_3,3
gpt-5.4-nano,bambi,treatment,testing_assert_almost,22,4,judge_2,1
gpt-5.4-nano,bambi,baseline,testing_assert_almost,22,5,judge_2,1
nemotron-3-super-120b-a12b,pymc,treatment,naming_snake_no_abbrev,23,3,judge_2,2
nemotron-3-super-120b-a12b,bambi,treatment,testing_assert_almost,22,4,judge_2,0
gpt-5.4-nano,bambi,treatment,testing_parametrize,22,4,judge_3,2
gemini-3.1-flash-lite,pymc,baseline,dependencies_no_new,24,1,judge_2,2
gemini-3.1-flash-lite,bambi,baseline,dependencies_no_new,24,3,judge_2,3
gemini-3.1-flash-lite,arviz,baseline,dependencies_no_new,24,5,judge_2,3
gemma-4-26b-a4b-it,pymc,baseline,naming_underscore,23,3,judge_1,0
gemma-4-26b-a4b-it,bambi,baseline,testing_parametrize,22,4,judge_1,0
gemma-4-26b-a4b-it,pymc,baseline,code_style_broadcasting,20,4,judge_1,3
gemma-4-26b-a4b-it,bambi,baseline,naming_snake_no_abbrev,23,3,judge_1,2
gemma-4-26b-a4b-it,bambi,baseline,architecture_extend,21,4,judge_3,1
gemma-4-26b-a4b-it,bambi,baseline,architecture_standalone,21,4,judge_3,3
gpt-5.4-nano,bambi,baseline,testing_assert_almost,22,5,judge_3,0
gpt-5.4-nano,bambi,treatment,naming_underscore,23,4,judge_1,3
gemini-3.1-flash-lite,pymc,baseline,naming_snake_no_abbrev,23,1,judge_3,1
gpt-5.4-nano,bambi,baseline,naming_underscore,23,5,judge_1,0
nemotron-3-super-120b-a12b,pymc,treatment,naming_underscore,23,3,judge_3,0
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_no_new,24,3,judge_1,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_underscore,23,4,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,naming_underscore,23,3,judge_2,3
gemma-4-26b-a4b-it,bambi,baseline,testing_parametrize,22,4,judge_2,2
gemini-3.1-flash-lite,pymc,baseline,dependencies_module_constants,24,1,judge_1,1
gemma-4-26b-a4b-it,pymc,baseline,code_style_broadcasting,20,4,judge_2,3
gemma-4-26b-a4b-it,pymc,baseline,testing_assert_almost,22,3,judge_3,0
gemma-4-26b-a4b-it,bambi,treatment,docs_regex_comments,25,4,judge_3,3
gemini-3.1-flash-lite,bambi,baseline,dependencies_module_constants,24,3,judge_1,0
gemini-3.1-flash-lite,arviz,baseline,dependencies_module_constants,24,5,judge_1,0
gpt-5.4-nano,bambi,treatment,naming_underscore,23,4,judge_2,3
gpt-5.4-nano,bambi,baseline,naming_underscore,23,5,judge_2,3
nemotron-3-super-120b-a12b,bambi,treatment,testing_assert_almost,22,4,judge_3,0
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_no_new,24,3,judge_2,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_underscore,23,4,judge_2,3
gpt-5.4-nano,bambi,treatment,testing_assert_almost,22,4,judge_3,0
gemini-3.1-flash-lite,bambi,baseline,dependencies_module_constants,24,3,judge_2,3
gemini-3.1-flash-lite,pymc,baseline,dependencies_module_constants,24,1,judge_2,3
gemini-3.1-flash-lite,arviz,baseline,dependencies_module_constants,24,5,judge_2,3
gemini-3.1-flash-lite,pymc,baseline,dependencies_no_new,24,1,judge_3,0
gemma-4-26b-a4b-it,pymc,baseline,naming_snake_no_abbrev,23,3,judge_1,3
gemma-4-26b-a4b-it,bambi,baseline,testing_assert_almost,22,4,judge_1,0
gemini-3.1-flash-lite,arviz,baseline,dependencies_no_new,24,5,judge_3,3
gemma-4-26b-a4b-it,pymc,baseline,code_style_listcomp,20,4,judge_1,3
gemini-3.1-flash-lite,bambi,baseline,naming_snake_no_abbrev,23,3,judge_3,1
gemma-4-26b-a4b-it,pymc,baseline,code_style_broadcasting,20,4,judge_3,3
gpt-5.4-nano,bambi,baseline,naming_snake_no_abbrev,23,5,judge_1,3
gemini-3.1-flash-lite,bambi,baseline,dependencies_no_new,24,3,judge_3,0
gpt-5.4-nano,bambi,treatment,naming_snake_no_abbrev,23,4,judge_1,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_underscore,23,4,judge_3,3
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_module_constants,24,3,judge_1,1
gpt-5.4-nano,bambi,treatment,naming_underscore,23,4,judge_3,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_snake_no_abbrev,23,4,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,naming_snake_no_abbrev,23,3,judge_2,3
gemma-4-26b-a4b-it,bambi,baseline,testing_parametrize,22,4,judge_3,0
gemma-4-26b-a4b-it,bambi,baseline,testing_assert_almost,22,4,judge_2,1
gemini-3.1-flash-lite,arviz,baseline,docs_numpy_style,25,5,judge_1,2
gemma-4-26b-a4b-it,pymc,baseline,code_style_listcomp,20,4,judge_2,3
gemini-3.1-flash-lite,arviz,baseline,naming_snake_no_abbrev,23,5,judge_3,1
gemini-3.1-flash-lite,bambi,baseline,docs_numpy_style,25,3,judge_1,2
gemini-3.1-flash-lite,pymc,baseline,docs_numpy_style,25,1,judge_1,3
gpt-5.4-nano,bambi,baseline,naming_snake_no_abbrev,23,5,judge_2,3
gpt-5.4-nano,bambi,treatment,naming_snake_no_abbrev,23,4,judge_2,3
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_module_constants,24,3,judge_2,3
gemma-4-26b-a4b-it,pymc,baseline,naming_underscore,23,3,judge_3,0
gemma-4-26b-a4b-it,bambi,baseline,naming_snake_no_abbrev,23,3,judge_2,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_snake_no_abbrev,23,4,judge_2,3
gemini-3.1-flash-lite,pymc,baseline,docs_numpy_style,25,1,judge_2,3
gemini-3.1-flash-lite,arviz,baseline,docs_numpy_style,25,5,judge_2,3
gemini-3.1-flash-lite,bambi,baseline,docs_numpy_style,25,3,judge_2,3
nemotron-3-super-120b-a12b,pymc,treatment,naming_snake_no_abbrev,23,3,judge_3,3
gemma-4-26b-a4b-it,pymc,baseline,dependencies_no_new,24,3,judge_1,0
gemma-4-26b-a4b-it,bambi,baseline,naming_underscore,23,4,judge_1,0
gemma-4-26b-a4b-it,pymc,baseline,architecture_extend,21,4,judge_1,3
gemini-3.1-flash-lite,pymc,baseline,dependencies_module_constants,24,1,judge_3,0
gemma-4-26b-a4b-it,bambi,baseline,testing_assert_almost,22,4,judge_3,0
gpt-5.4-nano,bambi,treatment,dependencies_no_new,24,4,judge_1,3
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_no_new,24,3,judge_3,0
gpt-5.4-nano,bambi,baseline,dependencies_no_new,24,5,judge_1,2
nemotron-3-super-120b-a12b,arviz,baseline,code_style_broadcasting,20,4,judge_1,0
gemini-3.1-flash-lite,arviz,baseline,dependencies_module_constants,24,5,judge_3,2
nemotron-3-super-120b-a12b,pymc,treatment,dependencies_module_constants,24,3,judge_3,0
gemini-3.1-flash-lite,bambi,baseline,dependencies_module_constants,24,3,judge_3,2
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_no_new,24,4,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,dependencies_no_new,24,3,judge_2,2
gemini-3.1-flash-lite,pymc,baseline,docs_regex_comments,25,1,judge_1,1
gemma-4-26b-a4b-it,pymc,baseline,architecture_extend,21,4,judge_2,3
gemma-4-26b-a4b-it,bambi,baseline,naming_underscore,23,4,judge_2,0
gemma-4-26b-a4b-it,pymc,baseline,code_style_listcomp,20,4,judge_3,3
gemini-3.1-flash-lite,arviz,baseline,docs_regex_comments,25,5,judge_1,1
gemini-3.1-flash-lite,arviz,baseline,docs_numpy_style,25,5,judge_3,3
gemini-3.1-flash-lite,bambi,baseline,docs_regex_comments,25,3,judge_1,1
gpt-5.4-nano,bambi,baseline,dependencies_no_new,24,5,judge_2,3
gpt-5.4-nano,bambi,baseline,naming_snake_no_abbrev,23,5,judge_3,1
gpt-5.4-nano,bambi,treatment,dependencies_no_new,24,4,judge_2,3
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_no_new,24,4,judge_2,3
nemotron-3-super-120b-a12b,arviz,baseline,code_style_broadcasting,20,4,judge_2,3
gpt-5.4-nano,bambi,baseline,naming_underscore,23,5,judge_3,3
nemotron-3-super-120b-a12b,bambi,treatment,naming_snake_no_abbrev,23,4,judge_3,3
gemini-3.1-flash-lite,pymc,baseline,docs_numpy_style,25,1,judge_3,3
gemini-3.1-flash-lite,arviz,baseline,docs_regex_comments,25,5,judge_2,3
gemini-3.1-flash-lite,pymc,baseline,docs_regex_comments,25,1,judge_2,3
gemini-3.1-flash-lite,bambi,baseline,docs_regex_comments,25,3,judge_2,2
gemma-4-26b-a4b-it,pymc,baseline,dependencies_module_constants,24,3,judge_1,1
gemma-4-26b-a4b-it,bambi,baseline,naming_snake_no_abbrev,23,4,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,naming_snake_no_abbrev,23,3,judge_3,1
gemma-4-26b-a4b-it,pymc,baseline,architecture_standalone,21,4,judge_1,0
gemini-3.1-flash-lite,bambi,baseline,docs_numpy_style,25,3,judge_3,1
gpt-5.4-nano,bambi,treatment,dependencies_module_constants,24,4,judge_1,3
gpt-5.4-nano,bambi,baseline,dependencies_module_constants,24,5,judge_1,2
nemotron-3-super-120b-a12b,arviz,baseline,code_style_listcomp,20,4,judge_1,0
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_module_constants,24,4,judge_1,3
gpt-5.4-nano,bambi,treatment,dependencies_no_new,24,4,judge_3,3
gemma-4-26b-a4b-it,pymc,baseline,dependencies_module_constants,24,3,judge_2,3
gemma-4-26b-a4b-it,bambi,baseline,naming_snake_no_abbrev,23,4,judge_2,3
gemini-3.1-flash-lite,pymc,treatment,code_style_broadcasting,20,1,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,architecture_standalone,21,4,judge_2,3
gemini-3.1-flash-lite,bambi,treatment,code_style_broadcasting,20,3,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,architecture_extend,21,4,judge_3,3
gpt-5.4-nano,bambi,treatment,naming_snake_no_abbrev,23,4,judge_3,2
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_no_new,24,4,judge_3,3
gemma-4-26b-a4b-it,bambi,baseline,naming_underscore,23,4,judge_3,0
gpt-5.4-nano,bambi,treatment,dependencies_module_constants,24,4,judge_2,3
gemini-3.1-flash-lite,arviz,treatment,code_style_broadcasting,20,5,judge_1,1
gpt-5.4-nano,bambi,baseline,dependencies_module_constants,24,5,judge_2,3
nemotron-3-super-120b-a12b,arviz,baseline,code_style_listcomp,20,4,judge_2,0
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_module_constants,24,4,judge_2,3
gemini-3.1-flash-lite,bambi,treatment,code_style_broadcasting,20,3,judge_2,3
gemini-3.1-flash-lite,pymc,treatment,code_style_broadcasting,20,1,judge_2,3
gemini-3.1-flash-lite,arviz,treatment,code_style_broadcasting,20,5,judge_2,2
gemini-3.1-flash-lite,arviz,baseline,docs_regex_comments,25,5,judge_3,0
gemma-4-26b-a4b-it,pymc,baseline,docs_numpy_style,25,3,judge_1,2
nemotron-3-super-120b-a12b,arviz,baseline,code_style_broadcasting,20,4,judge_3,0
gpt-5.4-nano,bambi,baseline,dependencies_no_new,24,5,judge_3,0
gemini-3.1-flash-lite,pymc,baseline,docs_regex_comments,25,1,judge_3,2
gemma-4-26b-a4b-it,pymc,baseline,testing_parametrize,22,4,judge_1,0
gemini-3.1-flash-lite,bambi,baseline,docs_regex_comments,25,3,judge_3,2
gemma-4-26b-a4b-it,bambi,baseline,dependencies_no_new,24,4,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,dependencies_module_constants,24,3,judge_3,0
gpt-5.4-nano,bambi,baseline,docs_numpy_style,25,5,judge_1,2
gpt-5.4-nano,bambi,treatment,docs_numpy_style,25,4,judge_1,3
nemotron-3-super-120b-a12b,bambi,treatment,docs_numpy_style,25,4,judge_1,3
nemotron-3-super-120b-a12b,arviz,baseline,architecture_extend,21,4,judge_1,0
gemma-4-26b-a4b-it,pymc,baseline,docs_numpy_style,25,3,judge_2,3
gemma-4-26b-a4b-it,pymc,baseline,architecture_standalone,21,4,judge_3,3
gemma-4-26b-a4b-it,bambi,baseline,dependencies_no_new,24,4,judge_2,3
gemini-3.1-flash-lite,pymc,treatment,code_style_listcomp,20,1,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,testing_parametrize,22,4,judge_2,2
gemini-3.1-flash-lite,bambi,treatment,code_style_listcomp,20,3,judge_1,3
gemma-4-26b-a4b-it,bambi,baseline,naming_snake_no_abbrev,23,4,judge_3,3
gemini-3.1-flash-lite,arviz,treatment,code_style_listcomp,20,5,judge_1,2
gpt-5.4-nano,bambi,treatment,docs_numpy_style,25,4,judge_2,3
gpt-5.4-nano,bambi,baseline,docs_numpy_style,25,5,judge_2,3
gemma-4-26b-a4b-it,pymc,baseline,dependencies_no_new,24,3,judge_3,0
nemotron-3-super-120b-a12b,bambi,treatment,docs_numpy_style,25,4,judge_2,3
nemotron-3-super-120b-a12b,arviz,baseline,architecture_extend,21,4,judge_2,2
gemini-3.1-flash-lite,pymc,treatment,code_style_listcomp,20,1,judge_2,3
gemini-3.1-flash-lite,bambi,treatment,code_style_listcomp,20,3,judge_2,3
nemotron-3-super-120b-a12b,bambi,treatment,dependencies_module_constants,24,4,judge_3,3
gemini-3.1-flash-lite,arviz,treatment,code_style_listcomp,20,5,judge_2,3
gpt-5.4-nano,bambi,treatment,dependencies_module_constants,24,4,judge_3,2
gemma-4-26b-a4b-it,bambi,baseline,naming_snake_no_abbrev,23,3,judge_3,1
gemma-4-26b-a4b-it,pymc,baseline,docs_regex_comments,25,3,judge_1,0
gpt-5.4-nano,bambi,baseline,dependencies_module_constants,24,5,judge_3,2
gemma-4-26b-a4b-it,pymc,baseline,testing_assert_almost,22,4,judge_1,0
gemini-3.1-flash-lite,arviz,treatment,code_style_broadcasting,20,5,judge_3,2
gemma-4-26b-a4b-it,pymc,baseline,testing_parametrize,22,4,judge_3,0
gemma-4-26b-a4b-it,bambi,baseline,dependencies_module_constants,24,4,judge_1,2
gemma-4-26b-a4b-it,bambi,baseline,dependencies_no_new,24,3,judge_1,3
gemini-3.1-flash-lite,bambi,treatment,code_style_broadcasting,20,3,judge_3,2
gpt-5.4-nano,bambi,treatment,docs_regex_comments,25,4,judge_1,3
gpt-5.4-nano,bambi,baseline,docs_regex_comments,25,5,judge_1,1
nemotron-3-super-120b-a12b,arviz,baseline,architecture_extend,21,4,judge_3,0
nemotron-3-super-120b-a12b,arviz,baseline,code_style_listcomp,20,4,judge_3,0
nemotron-3-super-120b-a12b,arviz,baseline,architecture_standalone,21,4,judge_1,0
gpt-5.4-nano,bambi,treatment,docs_numpy_style,25,4,judge_3,3
gemma-4-26b-a4b-it,pymc,baseline,docs_regex_comments,25,3,judge_2,3
nemotron-3-super-120b-a12b,bambi,treatment,docs_regex_comments,25,4,judge_1,3
gemma-4-26b-a4b-it,bambi,baseline,dependencies_module_constants,24,4,judge_2,3
gemma-4-26b-a4b-it,pymc,baseline,testing_assert_almost,22,4,judge_2,2
gemini-3.1-flash-lite,bambi,treatment,architecture_extend,21,3,judge_1,3
gemini-3.1-flash-lite,arviz,treatment,architecture_extend,21,5,judge_1,3
gemini-3.1-flash-lite,pymc,treatment,architecture_extend,21,1,judge_1,0
gpt-5.4-nano,bambi,treatment,docs_regex_comments,25,4,judge_2,3
gpt-5.4-nano,bambi,baseline,docs_regex_comments,25,5,judge_2,3
nemotron-3-super-120b-a12b,bambi,treatment,docs_regex_comments,25,4,judge_2,3
nemotron-3-super-120b-a12b,arviz,baseline,architecture_standalone,21,4,judge_2,2
gemini-3.1-flash-lite,pymc,treatment,architecture_extend,21,1,judge_2,3
gemini-3.1-flash-lite,bambi,treatment,architecture_extend,21,3,judge_2,3
gemini-3.1-flash-lite,arviz,treatment,architecture_extend,21,5,judge_2,3
gemini-3.1-flash-lite,arviz,treatment,code_style_listcomp,20,5,judge_3,3
gemma-4-26b-a4b-it,pymc,baseline,docs_numpy_style,25,3,judge_3,1
gemini-3.1-flash-lite,pymc,treatment,code_style_broadcasting,20,1,judge_3,2
gemini-3.1-flash-lite,pymc,treatment,code_style_listcomp,20,1,judge_3,0
gpt-5.4-nano,bambi,baseline,docs_numpy_style,25,5,judge_3,2
gemma-4-26b-a4b-it,pymc,treatment,code_style_broadcasting,20,3,judge_1,3
gemma-4-26b-a4b-it,bambi,baseline,docs_numpy_style,25,4,judge_1,3
gemma-4-26b-a4b-it,bambi,baseline,dependencies_no_new,24,4,judge_3,0
gemini-3.1-flash-lite,bambi,treatment,code_style_listcomp,20,3,judge_3,3
gemma-4-26b-a4b-it,pymc,baseline,naming_underscore,23,4,judge_1,0
gpt-5.4-nano,pymc,baseline,code_style_broadcasting,20,4,judge_1,3
nemotron-3-super-120b-a12b,arviz,baseline,architecture_standalone,21,4,judge_3,0
gemma-4-26b-a4b-it,pymc,baseline,testing_assert_almost,22,4,judge_3,0
gpt-5.4-nano,bambi,baseline,docs_regex_comments,25,5,judge_3,0
gpt-5.4-nano,bambi,treatment,code_style_broadcasting,20,5,judge_1,2
nemotron-3-super-120b-a12b,arviz,baseline,testing_parametrize,22,4,judge_1,0
nemotron-3-super-120b-a12b,bambi,treatment,docs_numpy_style,25,4,judge_3,2
gemma-4-26b-a4b-it,pymc,baseline,naming_underscore,23,4,judge_2,3
gemini-3.1-flash-lite,pymc,treatment,architecture_standalone,21,1,judge_1,2
gemma-4-26b-a4b-it,pymc,treatment,code_style_broadcasting,20,3,judge_2,3
gemma-4-26b-a4b-it,bambi,baseline,docs_numpy_style,25,4,judge_2,3
nemotron-3-super-120b-a12b,pymc,baseline,code_style_broadcasting,20,4,judge_1,3
gemini-3.1-flash-lite,bambi,treatment,architecture_standalone,21,3,judge_1,3
gpt-5.4-nano,bambi,treatment,code_style_broadcasting,20,5,judge_2,3
nemotron-3-super-120b-a12b,arviz,baseline,testing_parametrize,22,4,judge_2,0
gpt-5.4-nano,pymc,baseline,code_style_broadcasting,20,4,judge_2,3
nemotron-3-super-120b-a12b,pymc,baseline,code_style_broadcasting,20,4,judge_2,3
gemma-4-26b-a4b-it,bambi,baseline,dependencies_module_constants,24,4,judge_3,3
gemma-4-26b-a4b-it,bambi,baseline,dependencies_no_new,24,3,judge_2,3
gemini-3.1-flash-lite,pymc,treatment,architecture_standalone,21,1,judge_2,3
gemini-3.1-flash-lite,bambi,treatment,architecture_standalone,21,3,judge_2,3
gemini-3.1-flash-lite,arviz,treatment,architecture_standalone,21,5,judge_1,0
gemini-3.1-flash-lite,arviz,treatment,architecture_standalone,21,5,judge_2,3
gemma-4-26b-a4b-it,pymc,baseline,docs_regex_comments,25,3,judge_3,2
nemotron-3-super-120b-a12b,bambi,treatment,docs_regex_comments,25,4,judge_3,3
gemini-3.1-flash-lite,pymc,treatment,architecture_extend,21,1,judge_3,3
gpt-5.4-nano,bambi,treatment,docs_regex_comments,25,4,judge_3,2
gemma-4-26b-a4b-it,pymc,treatment,code_style_listcomp,20,3,judge_1,3
gemma-4-26b-a4b-it,pymc,baseline,naming_snake_no_abbrev,23,4,judge_1,3
gemma-4-26b-a4b-it,bambi,baseline,docs_regex_comments,25,4,judge_1,1
gpt-5.4-nano,pymc,baseline,code_style_listcomp,20,4,judge_1,3
gpt-5.4-nano,bambi,treatment,code_style_listcomp,20,5,judge_1,3
gemma-4-26b-a4b-it,pymc,treatment,code_style_broadcasting,20,3,judge_3,3
gemini-3.1-flash-lite,arviz,treatment,architecture_extend,21,5,judge_3,3
gemma-4-26b-a4b-it,bambi,baseline,docs_numpy_style,25,4,judge_3,3
nemotron-3-super-120b-a12b,pymc,baseline,code_style_listcomp,20,4,judge_1,3
gemma-4-26b-a4b-it,pymc,treatment,code_style_listcomp,20,3,judge_2,3
gemma-4-26b-a4b-it,pymc,baseline,naming_snake_no_abbrev,23,4,judge_2,3
gemma-4-26b-a4b-it,bambi,baseline,docs_regex_comments,25,4,judge_2,3
gemini-3.1-flash-lite,bambi,treatment,testing_parametrize,22,3,judge_1,1
nemotron-3-super-120b-a12b,arviz,baseline,testing_assert_almost,22,4,judge_1,0
gemma-4-26b-a4b-it,pymc,baseline,naming_underscore,23,4,judge_3,0
gemini-3.1-flash-lite,bambi,treatment,architecture_extend,21,3,judge_3,1
gemini-3.1-flash-lite,pymc,treatment,testing_parametrize,22,1,judge_1,0
gpt-5.4-nano,pymc,baseline,code_style_listcomp,20,4,judge_2,3
nemotron-3-super-120b-a12b,arviz,baseline,testing_assert_almost,22,4,judge_2,0
gpt-5.4-nano,bambi,treatment,code_style_listcomp,20,5,judge_2,0
gemini-3.1-flash-lite,arviz,treatment,testing_parametrize,22,5,judge_1,1
gemini-3.1-flash-lite,bambi,treatment,architecture_standalone,21,3,judge_3,3
